Mã thương hiệu,Mã cửa hàng,Tên cửa hàng,Trạng thái,Mã bưu chính,Tỉnh/Thành phố,Địa chỉ,Tòa nhà,Vĩ độ,Kinh độ,Phạm vi check in,Truy cập,Số điện thoại,FAX,Tên quản lý cửa hàng,Thời gian hoạt động,Ngày nghỉ,Thông tin đỗ xe,Thông tin chỗ ngồi,Phòng của trẻ nhỏ,Địa chỉ email,Điều khoản sử dụng,Chính sách bảo mật,Freeword,SEO từ khóa 1,SEO từ khóa 2,SEO từ khóa 3
@VNLAB,@000249,Highway4 - Ẩm Thực Việt - Kim Mã,,,1,Quận Ba Đình,575 Kim Mã,21.0294930000000,105.8092140000000,500,,0437716372,,,10:00 - 23:00,Từ chiều 29 đến hết trưa mùng 4 Tết, - Giữ xe máy miễn phí,112 người lớn,,,,,,,,
@VNLAB,@000250,Oven D'or Buffet - Sheraton Hanoi Hotel,,,1,Quận Tây Hồ,Sheraton Hanoi Hotel- 11 Xuân Diệu,21.0602325297378,105.8310681581497,500,,0437199000,,,Sáng: 06:00 - 10:00 | Trưa: 11:30 - 14:30 | Tối: 18:00 - 22:00,Các ngày lễ trong năm,Có chỗ để ô tô - ,100 người lớn,,,,,,,,
@VNLAB,@000251,Khoa Ngan Xưa Và Nay - Hai Bà Trưng,,,1,Quận Hoàn Kiếm,77 Hai Bà Trưng,21.0273350000000,105.8423050000000,500,,0439422206,,,09:00 - 22:00,Các ngày lễ trong năm, - Giữ xe máy miễn phí,200 người lớn,,,,,,,,
@VNLAB,@000252,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Ngọc Vũ,,,1,Quận Cầu Giấy,219 Nguyễn Ngọc Vũ,21.0137650000000,105.8058880000000,500,,0963456060,,,09:00 - 22:00,Các ngày lễ trong năm, - Giữ xe máy miễn phí,50 người lớn,,,,,,,,
@VNLAB,@000253,Season BBQ - TTTM D2 Giảng Võ,,,1,Quận Ba Đình,Tầng 2- TTTM D2- 2D Giảng Võ,21.0259910000000,105.8222749999999,500,,0438699898,,,08:00 - 22:30,Các ngày lễ trong năm,Có chỗ để ô tô - Giữ xe máy miễn phí,100 người lớn,,,,,,,,
@VNLAB,@000254,Sol 9 - Vua Nhậu Hà Thành,,,1,Quận Hai Bà Trưng,59 Ngô Thì Nhậm,21.0157470000000,105.8531600000000,500,,0983631137,,,09:00 - 23:00,Các ngày lễ trong năm,Có chỗ để ô tô - Giữ xe máy miễn phí,250 người lớn,,,,,,,,
@VNLAB,@000255,Uncle Lee - HongKong Food,,,1,Quận Đống Đa,63 Thái Hà,21.0117970000000,105.8212690000000,500,,0902138863,,,07:30 - 22:00,Các ngày lễ trong năm, - Giữ xe máy miễn phí,40 người lớn,,,,,,,,
@VNLAB,@000256,Ao Ta - Ẩm Thực 3 Miền - Huỳnh Thúc Kháng,,,1,Quận Đống Đa,31 - 33 Huỳnh Thúc Kháng,21.0184810000000,105.8108820000000,500,,4038359118,,,07:00 - 22:30,Các ngày lễ trong năm,Có chỗ để ô tô - Giữ xe máy miễn phí,200 người lớn,,,,,,,,
@VNLAB,@000257,Xưa Nay - Chè & Trà,,,1,Quận Tây Hồ,26 Yên Phụ,21.0487380000000,105.8415990000000,500,,0437151822,,,11:00 - 22:30,Nhà hàng, - Giữ xe máy miễn phí,Việt Nam,,,,,,,,
@VNLAB,@000258,Bò Tơ Quán Mộc - Thái Phiên,,,1,Quận Hai Bà Trưng,29 Thái Phiên,21.0106180000000,105.8503190000000,500,,0979555095,,,09:30 - 23:30,Các ngày lễ trong năm, - Giữ xe máy miễn phí,60 người lớn,,,,,,,,
@VNLAB,@000259,Nhà Hàng Gia Viên - Bia & Món Nhậu,,,1,Quận Cầu Giấy,12B Trung Yên 3,21.0160581675731,105.8010321110487,500,,0466803888,,,09:00 - 22:00,Các ngày lễ trong năm,Có chỗ để ô tô - Giữ xe máy miễn phí,100 người lớn,,,,,,,,
@VNLAB,@000260,Bia Tô Phú Quý,,,1,Quận Hai Bà Trưng,61 Đại Cồ Việt,21.0078987241504,105.8462253212928,500,,0975671984,,,Trưa: 10:00 - 14:30 | Tối: 17:00 - 02:00,Các ngày lễ trong năm, - Giữ xe máy miễn phí,80 người lớn,,,,,,,,
@VNLAB,@000261,Maison Vie - Nhà Hàng Kiểu Pháp,,,1,Quận Hai Bà Trưng,28 Tăng Bạt Hổ,21.0173124930692,105.8582274097175,500,,19006713,,,10:00 - 22:00,Các ngày lễ trong năm,Có chỗ để ô tô - Giữ xe máy miễn phí,180 người lớn,,,,,,,,
