Mã cửa hàng,Link ảnh
@000001,https://media.foody.vn/res/g23/223001/prof/s480x300/foody-mobile-chay-jpg-203-636053175307823559.jpg
@000002,https://media.foody.vn/res/g6/55555/prof/s480x300/foody-mobile-640x400-jpg-635442972821145638.jpg
@000003,https://media.foody.vn/res/g3/29616/prof/s480x300/foody-mobile-com-chay-jpg-149-635920984488500383.jpg
@000004,https://media.foody.vn/res/g1/6387/prof/s480x300/foody-mobile-nangtam-jpg-854-636132598971489969.jpg
@000005,https://media.foody.vn/res/g2/14383/prof/s480x300/foody-mobile-com-chay-jpg-529-635936361985239798.jpg
@000006,https://media.foody.vn/res/g9/88218/prof/s480x300/foody-mobile-chay2-jpg-635423302035237598.jpg
@000007,https://media.foody.vn/res/g26/259796/prof/s480x300/foody-mobile-chay-jpg-543-636056674777596716.jpg
@000008,https://media.foody.vn/res/g24/237098/prof/s480x300/foody-mobile-13007381_15793589090-893-635992555980276228.jpg
@000009,https://media.foody.vn/res/g23/229656/prof/s480x300/foody-mobile-12108768_11912457908-668-635968467886719238.jpg
@000010,https://media.foody.vn/res/g10/91820/prof/s480x300/foody-mobile-chay-k-jpg-130-636300194563091328.jpg
@000011,https://media.foody.vn/res/g1/6384/prof/s480x300/foody-mobile-com-chay-khai-tuong--447-635848658369761164.jpg
@000012,https://media.foody.vn/res/g4/35651/prof/s480x300/foody-mobile-an-phuc-2-quan-chay-ha-noi.jpg
@000013,https://media.foody.vn/res/g19/189025/prof/s480x300/foody-mobile-08-jpg-475-635840586586538977.jpg
@000014,https://media.foody.vn/res/g14/138574/prof/s480x300/foody-mobile-com-chay10-jpg-151-635682315414189485.jpg
@000015,https://media.foody.vn/res/g7/68919/prof/s480x300/foody-mobile-com-chay-jpg-904-636009950409778497.jpg
@000016,https://media.foody.vn/res/g16/151730/prof/s480x300/foody-mobile-ahimsa-jpg-577-636156676848054369.jpg
@000017,https://media.foody.vn/res/g22/217377/prof/s480x300/foody-mobile-foody-nha-hang-chay--534-635932229055940691.jpg
@000018,https://media.foody.vn/res/g8/77780/prof/s480x300/foody-mobile-tam-thanh-com-chay-ha-noi-140605041707.jpg
@000019,https://media.foody.vn/res/g10/93471/prof/s480x300/foody-mobile-bd3-jpg-635463938055010173.jpg
@000020,https://media.foody.vn/res/g5/42880/prof/s480x300/foody-mobile-1008-jpg-931-636294042854298706.jpg
@000021,https://media.foody.vn/res/g21/209098/prof/s480x300/foody-mobile-666666-jpg-203-635899376430639307.jpg
@000022,https://media.foody.vn/res/g7/63600/prof/s480x300/foody-mobile-com-chay-ho-tay-duy-tan-ha-noi-140325101655.jpg
@000023,https://media.foody.vn/res/g18/174569/prof/s480x300/foody-mobile-com-chay-jpg-641-635811214367838124.jpg
@000024,https://media.foody.vn/res/g31/300324/prof/s480x300/foody-mobile-chay-jpg-486-636166158480993932.jpg
@000025,https://media.foody.vn/res/g65/649540/prof/s480x300/foody-mobile-17757366_18938726908-826-636270118049678630.jpg
@000026,https://media.foody.vn/res/g28/279506/prof/s480x300/foody-mobile-c-chay1-jpg-186-636257762661212866.jpg
@000027,https://media.foody.vn/res/g67/662398/prof/s480x300/foody-mobile-1589-jpg-720-636316641580181238.jpg
@000028,https://media.foody.vn/res/g1/9466/prof/s480x300/foody-mobile-com-chay-khai-tuong-giang-vo-ha-noi.jpg
@000029,https://media.foody.vn/res/g27/267842/prof/s480x300/foody-mobile-chay-tam-jpg-948-636071987165917377.jpg
@000030,https://media.foody.vn/res/g21/208333/prof/s480x300/foody-mobile-chay1-jpg-217-635900180642471831.jpg
@000031,https://media.foody.vn/res/g2/12756/prof/s480x300/foody-mobile-phat-truong-tho-ha-noi.jpg
@000032,https://media.foody.vn/res/g65/649871/prof/s480x300/foody-mobile-foody-pho-bo-hai-dan-619-636274328335271739.jpg
@000033,https://media.foody.vn/res/g24/234310/prof/s480x300/foody-mobile-13071802_89225013755-736-635983836652635735.jpg
@000034,https://media.foody.vn/res/g23/223496/prof/s480x300/foody-mobile-chay-td-jpg-241-635951154052191578.jpg
@000035,https://media.foody.vn/res/g25/247558/prof/s480x300/foody-mobile-foody-checkin-loving-195-636020385161957167.jpg
@000036,https://media.foody.vn/res/g14/138958/prof/s480x300/foody-mobile-adzida-mb-jpg-128-635682526964289054.jpg
@000037,https://media.foody.vn/res/g24/235785/prof/s480x300/foody-mobile-foody-foody-hoa-tam--657-635991871299985038.jpg
@000038,https://media.foody.vn/res/g65/645853/prof/s480x300/foody-mobile-340-jpg-455-636259517022534026.jpg
@000039,https://media.foody.vn/res/g30/290307/prof/s480x300/foody-mobile-mchay1-jpg-915-636135322392656325.jpg
@000040,https://media.foody.vn/res/g13/124130/prof/s480x300/foody-mobile-com-chay-jpg-348-635612346601030836.jpg
@000041,https://media.foody.vn/res/g15/141912/prof/s480x300/foody-mobile-com-chay1-jpg-516-635691125265716416.jpg
@000042,https://media.foody.vn/res/g17/166905/prof/s480x300/foody-mobile-com-chay10-jpg-325-635775048948263478.jpg
@000043,https://media.foody.vn/res/g22/213294/prof/s480x300/foody-mobile-chayt1-jpg-201-635975502636317327.jpg
@000044,https://media.foody.vn/res/g23/226157/prof/s480x300/foody-mobile-12938157_10103250657-404-635957144579525580.jpg
@000045,https://media.foody.vn/res/g17/163182/prof/s480x300/foody-mobile-2-jpg-500-635761783355717776.jpg
@000046,https://media.foody.vn/res/g7/66855/prof/s480x300/foody-mobile-quan-chay-kim-cuong-ha-noi-140318023620.jpg
@000047,https://media.foody.vn/res/g65/645222/prof/s480x300/foody-mobile-tdu1-jpg-849-636256943700854578.jpg
@000048,https://media.foody.vn/res/g65/641716/prof/s480x300/foody-mobile-17022265_18017616568-508-636247574092908529.jpg
