Mã cửa hàng,Link ảnh
@000199,https://media.foody.vn/res/g21/209426/prof/s480x300/foody-mobile-12187769_89884830353-292-635900205998756367.jpg
@000200,https://media.foody.vn/res/g20/197638/prof/s480x300/foody-mobile-lakevbar1-jpg-518-635863900485983027.jpg
@000201,https://media.foody.vn/res/g5/45828/prof/s480x300/foody-mobile-ngoc-anh-560-karaoke-bar-ha-noi-131230093851.jpg
@000202,https://media.foody.vn/res/g4/38087/prof/s480x300/foody-mobile-chime-bar-am-thuc-tay-ban-nha-ha-noi.jpg
@000203,https://media.foody.vn/res/g2/10162/prof/s480x300/foody-mobile-hong-nhung-karaoke-newsi-club-ha-noi.jpg
@000204,https://media.foody.vn/res/g2/14461/prof/s480x300/foody-mobile-derry-pub-ha-noi.jpg
@000205,https://media.foody.vn/res/g2/14495/prof/s480x300/foody-mobile-x5-club-ha-noi.jpg
@000206,https://media.foody.vn/res/g2/14499/prof/s480x300/foody-mobile-dandy-club-ha-noi.jpg
@000207,https://media.foody.vn/res/g2/14560/prof/s480x300/foody-mobile-hanoi-night-club-ha-noi.jpg
@000208,https://media.foody.vn/res/g2/14935/prof/s480x300/foody-mobile-lucky-bar-ha-noi.jpg
@000209,https://media.foody.vn/res/g2/14958/prof/s480x300/foody-mobile-relax-bar-tran-hung-dao-ha-noi.jpg
@000210,https://media.foody.vn/res/g2/14984/prof/s480x300/foody-mobile-royal-club-ha-noi.jpg
@000211,https://media.foody.vn/res/g3/20797/prof/s480x300/foody-mobile-1933-bar-ha-noi.jpg
@000212,https://media.foody.vn/res/g3/21439/prof/s480x300/foody-mobile-corner-bar-ha-noi.jpg
@000213,https://media.foody.vn/res/g3/20266/prof/s480x300/foody-mobile-de-paris-bar-ha-noi.jpg
@000214,https://media.foody.vn/res/g3/20292/prof/s480x300/foody-mobile-peach-garden-bar-ha-noi.jpg
@000215,https://media.foody.vn/res/g3/20411/prof/s480x300/foody-mobile-hale-club-ha-noi.jpg
@000216,https://media.foody.vn/res/g3/20507/prof/s480x300/foody-mobile-dem-trang-bar-ha-noi.jpg
@000217,https://media.foody.vn/res/g3/20525/prof/s480x300/foody-mobile-xo-bar-ha-noi.jpg
@000218,https://media.foody.vn/res/g3/20544/prof/s480x300/foody-mobile-bull-bar-ha-noi.jpg
@000219,https://media.foody.vn/res/g6/51111/prof/s480x300/foody-mobile-phuc-tan-bar-ha-noi-140227111330.jpg
@000220,https://media.foody.vn/res/g2/14034/prof/s480x300/foody-mobile-nocbar-la-scala-ha-noi.jpg
@000221,https://media.foody.vn/res/g8/73410/prof/s480x300/foody-mobile-j-lounge-cafe-73410-ha-noi-140523114029.jpg
@000222,https://media.foody.vn/res/g9/87431/prof/s480x300/foody-mobile-laromah-wine-bar-ha-noi-140724022147.jpg
@000223,https://media.foody.vn/res/g8/70681/prof/s480x300/foody-mobile-relax-bar-ha-noi-140425021231.jpg
@000224,https://media.foody.vn/res/g7/66809/prof/s480x300/foody-mobile-club-b54-au-co-ha-noi-140519031304.jpg
@000225,https://media.foody.vn/res/g7/66829/prof/s480x300/foody-mobile-the-light-bar-xuan-dieu-ha-noi-140402045500.jpg
@000226,https://media.foody.vn/res/g9/89209/prof/s480x300/foody-mobile-zen640-jpg-635430251453590747.jpg
@000227,https://media.foody.vn/res/g23/221841/prof/s480x300/foody-mobile-1-jpg-868-635944954802683218.jpg
@000228,https://media.foody.vn/res/g25/242316/prof/s480x300/foody-mobile-2-jpg-443-636007994600975362.jpg
@000229,https://media.foody.vn/res/g30/290925/prof/s480x300/foody-mobile-uspub-jpg-325-636137914545332572.jpg
@000230,https://media.foody.vn/res/g30/299963/prof/s480x300/foody-mobile-571-jpg-285-636159431188381449.jpg
@000231,https://media.foody.vn/res/g20/193608/prof/s480x300/foody-mobile-12009774_16217117780-772-635851863221959440.jpg
@000232,https://media.foody.vn/res/g20/191330/prof/s480x300/foody-mobile-10-jpg-414-635845656232940189.jpg
@000233,https://media.foody.vn/res/g16/154980/prof/s480x300/foody-mobile-247163_8812266185994-793-635736063274462662.jpg
@000234,https://media.foody.vn/res/g13/125805/prof/s480x300/foody-mobile-tran-thach-cao-quan--495-635622067463105748.jpg
@000235,https://media.foody.vn/res/g20/199356/prof/s480x300/foody-mobile-12219451_46359336715-374-635869106985454256.jpg
@000236,https://media.foody.vn/res/g20/199384/prof/s480x300/foody-mobile-64529_54014462935023-608-635869151402788271.jpg
